353,Wuzhi Mountain System: Jinmianshan Hiking Trail 五指山系-金面山親山步道,,", Neihu Dist., Taipei City Taiwan, R.O.C",Xihu,https://www.travel.taipei/en/attraction/details/519,
354,Dajia Wharf 大佳碼頭-圓山仔,"Dajia Wharf is located on the Keelung River next to Dajia Riverside Park. From the wharf, you can take a boat tour east past Dazhi Bridge, the Miramar Ferris wheel, Neihu Technology Park, and Taipei 101. The west-bound trip passes The Grand Hotel, Taipei Children's Recreation Center, Chientan Overseas Youth Activity Center, and Sanjiaodu Wharf. Dajia Wharf is also the site of an annual dragon boat competition during the Dragon Boat Festival.
Boat Tours: NT$120 (Adults) or above, NT$100 (Children,Seniors and Persons with Disabilities)",", Zhongshan Dist., Taipei City Taiwan, R.O.C",Dazhi,https://www.travel.taipei/en/attraction/details/428,
355,Rainbow Bridge 彩虹橋,"The167-meter long Rainbow Bridge lies across the Keelung River, connecting Xinming Road in the Neihu District and Raohe Street in the Songshan District. Suspended at the center by four steel cables, the uniquely S-shaped, red-painted bridge has an arch structure reinforced with steel ribs, complete with wooden railings. Generously paved with pink and pale blue tiles, the bridge is a modern landmark and also a public facility that can only be accessed by foot and by bicycle. People are often seen strolling on the bridge, which is a shortcut between Neihu and the Raohe Night Market and Songshan Railway Station, drastically saving travel time for those living in the Songshan and Neihu Districts. The Rainbow Bridge attracts many amateur photographers at night, when its illumination adds much to the beauty of the city’s nightscape. Meanwhile, the Blue Highway’s terminal wharf established here also helps to draw crowds to the bridge, making it an emerging, popular tourist destination for those visiting Taipei.","Connecting Xinming Rd. and Raohe St., Neihu Dist., Taipei City Taiwan, R.O.C",SongShan,https://www.travel.taipei/en/attraction/details/598,
356,Maokong Gondola 貓空纜車,"With a total length of 4.03 kilometers, the Maokong Gondola is the first gondola system in Taipei City. One-way travel time on the gondola is about 20 to 30 minutes. The gondola ride includes four stops, namely the Taipei Zoo Station, Taipei Zoo South Station, Zhinan Temple Station, and the Maokong Station. It is very easy to ride the Maokong Gondola; after getting off the last stop of the Metro's Wenhu Line—Taipei Zoo Station—walk to the Maokong Gondola's Taipei Zoo Station to take the gondola.
 
 The three most beautiful times to take the gondola are in the midst after rain, when the sun is setting, and when the lights of the city are shining at night. As the gondola passes over the undulating terrain, you can glimpse moving Metro trains, the park along the Jingmei River, and the ""giraffe"" incinerator. When you reach the second stop, the gondola takes a big turn, and you will get a panoramic view of the landscape, including vehicles moving along the freeway below. After passing the Zhinan Temple Station, you will enter a steep V-shaped gully; this is the climax of the gondola ride, and is an unforgettable experience.
 
 The final stop is at Maokong, where numerous tea plantations and tea shops are located. Many visitors specially make the trip here to have tea and chat. Make sure to visit a tea shop and order the famous “Muzha Tieguanyin” or “Wenshan Pouchong tea” when you visit Maokong. The trip will be worth your while when you taste the delicious specialty tea and meal combo, and view the stunning scenery of Taipei Basin.","No.8, Sec. 2, Xinguang Rd., Wenshan Dist., Taipei City Taiwan, R.O.C",Taipei Zoo,https://www.travel.taipei/en/attraction/details/714,
357,National Museum of History 國立歷史博物館,"Located inside the Taipei Botanical Garden, the National Museum of History opened over 50 years ago. Originally housing pieces from the collection of the Henan Museum, the museum has grown over the decades to become an important center for art and culture in Taipei. The collection comprises works donated by over 400 private collectors, including rope-pattern pottery, Han ceramics, painted dancer and musician figurines from the Six Kingdoms period, Tang-era tri-color glazed ceramics, oracle bones, bronze vessels, porcelain, historic documents and other precious works.
Tues~Sun 10:00 to 18:00
Closed on Mondays; Open on national holidays and during special events
Adults NT$30; Half-fare NT$15","No. 49, Nanhai Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Xiaonanmen,https://www.travel.taipei/en/attraction/details/442,
358,Wuzhi Mountain System: Daluntoushan and Dalunweishan Hiking Trail 五指山系-大崙頭尾山親山步道,,", Neihu Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/517,
359,Erge Mountain System: Zhinanchalu Hiking Trail 二格山系-指南茶路親山步道,,", Wenshan Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/522,
360,Jianguo Brewery 臺北啤酒工廠(原建國啤酒廠),"Built in 1919, the Jianguo Brewery was operated as the Takasago Brewery during the Japanese occupation period. At that time, it was as well known as the Sapporo Brewery in Hokkaido. After Taiwan's retrocession, the Taiwan Tobacco and Wine Monopoly Bureau acquired the facility and renamed it as the Jianguo Brewery in 1975. In 2007, the Taiwan Tobacco and Liquor Corporation (TTLC) renamed the site as the Taipei Brewery. Visitors can order food and beverages at the brewery restaurant. TTLC spirits and other souvenir items are also displayed and sold here.
Mon~Fri 09:00 to 15:00,Closed on weekends
Free admission","No. 85, Sec. 2, Bade Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Zhongxiao Xinsheng,https://www.travel.taipei/en/attraction/details/509,
361,Ketagalan Culture Center 凱達格蘭文化館,"The Ketagalan Culture center introduces the various Pingpu indigenous tribes of Taiwan, including the now extinct northern Taiwan Ketagalan tribe. In addition to the exhibit areas, the center has an art gallery, spacious international conference room, and classroom areas serving various functions.
Tues~Sun 09:00-17:00; Closed on Mondays and national holidays","No. 3-1, Zhongshan Rd., Beitou Dist., Taipei City Taiwan, R.O.C",Xinbeitou,https://www.travel.taipei/en/attraction/details/463,
362,Taipei City Hakka Cultural Park 臺北市客家文化主題公園,"The Taipei City Hakka Cultural Park is a recreational spot that offers knowledge of Hakka culture, as well as a place for Hakka people to gather and interact. The Park’s Cross-Dike Platform features a 108-hectare riverside lawn crisscrossed with pedestrian and bike lanes. Connected to shopping districts (near Gongguan and National Taiwan Normal University), NTU Shuiyuan Campus, Taipei Water Park, and Treasure Hill Symbiotic Arts Village, the Park ensures a wide range of fun and a waterfront lifestyle along Gongguan’s tourism riverside.","No. 2, Sec. 3, Tingzhou Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Taipower Building,https://www.travel.taipei/en/attraction/details/566,
363,Bangka Qingshan Temple 艋舺青山宮,,", Wanhua Dist., Taipei City Taiwan, R.O.C",Longshan Temple,https://www.travel.taipei/en/attraction/details/493,
364,Puppetry Art Center of Taipei 臺北偶戲館,"The Puppetry Art Center of Taipei was born from a passion with puppetry. In 1998, Paul Lin, chairman of the Taiyuan Arts and Culture Foundation, donated space to house the center. After careful planning by the Taipei City Department of Cultural Affairs, the center was finally opened to provide a home for the preservation of puppetry culture. Located near the Living Mall, the center presents its traditional subject matter in a thoroughly modern setting. In addition to displays, the center arranges puppet shows and organizes fun and educational puppetry classes.
AM 10:00-PM 5:00,Closed Mondays
1.Full price: NT$50/person
2.Concession (ID required): NT$40/person (students, military personnel, police, veterans, retired civil servants and teachers, aboriginals, and groups of 20 or more) and groups 
3.Free admission (ID required): Children under 3 years old; seniors (65 and over), low-income households, and the handicapped
4.Groups of over 20 should make reservations two-weeks in advance to arrange for guide service.","2F, No. 99, Sec. 5, Civic Blvd., Songshan Dist., Taipei City Taiwan, R.O.C",Nanjing Sanmin,https://www.travel.taipei/en/attraction/details/460,
365,Lee Chun-sheng Memorial Christ Presbyterian Church 李春生紀念教堂,"This church was built in memory of the famous Dadaocheng tea merchant and ardent philanthropist Lee Chun-sheng. One of the more interesting qualities of the church is the front façade, which resembles a face—the main doorway suggesting a mouth and the two upper windows resembling eyes.","No. 44, Guide St., Datong Dist., Taipei City Taiwan, R.O.C",Beimen,https://www.travel.taipei/en/attraction/details/500,
366,Suho Paper Memorial Museum 樹火紀念紙博物館,"This museum was established by Changchun Paper Co. founder Chen Su-ho. A long-time paper industry insider, Chen felt that it was shame that although China invented paper, the profile of Chinese paper-making traditions of China had receded in modern times. He therefore began planning the Su Ho Memorial Paper Museum, which opened five years later in October 1995. In addition to paper displays, the museum has a demonstration handmade paper factory and offers classes on papermaking. Visitors can also pick up a variety of fine handmade paper items at the museum gift shop.
Monday to Saturday 9:30 am to 16:30pm
Closed: Sundays, Spring Festival, Tomb-Sweeping Day, Dragon Boat Festival, Mid-Autumn Festival
NT$180/person; Groups (20-plus) NT$160/person","No. 68, Sec. 2, Chang-an E. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Songjiang Nanjing,https://www.travel.taipei/en/attraction/details/470,
367,Guandu Nature Park 關渡自然公園,"Guandu Natural Park is located at the confluence of the Tamsui and Keelung rivers; this park consists mainly of wetlands, marshes, and hills. The facilities here include a nature center, trains, and bird watching areas. Various educational activities are also organized to introduce visitors to the ecology of wetlands.","No. 360, Zhixing Rd., Beitou Dist., Taipei City Taiwan, R.O.C",Guandu,https://www.travel.taipei/en/attraction/details/525,
368,Datun Mountain System: Zhongyishan Hiking Trail 大屯山系-忠義山親山步道,"There are two easterly paths that run around the mountain from the backyard of Xintian Temple (Zhongyi Temple) in Beitou. Pines and bamboos growing beside the stairway paths provide shade for more than 90% of the trail. Xiaobalifen Mountain (elevation 232m) provides views of the Guandu Plain and Guanyin Mountain. Ropes have been attached to help people climb the steeper sections.
 
 PictureOn the small flat land on the mountain have two graveyards, one power tower and a BMX (Bicycle Motocross) training course. Following the path which runs from northeast towards southwest, Daoxiang Road or Taipei Highway No.3 in Tamsui is about 750m away in northeast. Walking towards southwest of the path, the Zhuwei and Tamsui River estuaries are in sight from the open area on the mountain. Taking the unpaved path down the slope along the ridge is about 400m and can arrive to the intersection at Lane 30, Zhongyang North Road Section 4 (going north to Fengdanbailu, southwest to Northern Taiwan Institute of Science and Technology, south to Taoyuan Junior High School, Chen Huai-gong Memorial Hall and Xingtian Temple).
 
 The Xingtian Temple entrance is located in the south of the intersection about 150m away. The entire hillside path is about 2 kilometers long and takes about 1.5 hour to walk. The facilities on the path located in the backyard of Xingtian Temple are well-maintained, which make it the best site for the residents doing morning exercise.",", Beitou Dist., Taipei City Taiwan, R.O.C",Fuxinggang,https://www.travel.taipei/en/attraction/details/437,
369,Puji Temple 北投普濟寺,"Situated on Wenquan Road in Beitou District, Puji Temple is one of the few surviving Japanese-era Buddhist temples in Taiwan. It was built in 1905 with donations from railway workers and was known as Tesshin-in. Today, the temple is dedicated to Guanyin, who is locally considered to be the guardian spirit of the hot springs. In 1998, the temple was designated as an official historic site. The Japanese aesthetics of the temple are evident in the tranquil simplicity and sober design. The Japanese-style worship ceremony is continued to this day at the temple.
Daily 08:00~17:00","No. 112, Wenquan Rd., Beitou Dist., Taipei City Taiwan, R.O.C",Xinbeitou,https://www.travel.taipei/en/attraction/details/485,
370,Yangmingshan Zhongshan Hall 陽明山中山樓,"Chungshan Hall in Yangmingshan National Park was built in 1965 during the presidency of Chiang Kai-shek in memorial of the centennial birthday of Dr. Sun Yat-sen. Designed by architect Hsiu Tse-lan, the hall is set into the mountainside surrounded by greenery. The classical Chinese-style of the exterior is echoed by the elegance of the interior. The hall once served as the meeting place for the National Assembly. It is also frequently used for receiving foreign dignitaries, holding state banquets and other important events. The hall is a city historic site and is open to the public.
1. Open daily except on Lunar New Year's Eve/Day and building maintenance days
2. The hall is open during four visiting periods daily (08:30, 10:00, 13:30, and 15:00).","No. 15, Sec. 2, Yangming Rd., Beitou Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/448,
371,Tianmu White House 天母白屋,"The White House in Tianmu was formerly used as the residence of U.S. military advisors based in Taiwan. During the Korean War in the 1950s, the U.S. sent the Seventh Fleet to the Taiwan Strait to defend Taiwan against attack from mainland China. Many Japanese-style homes were built in Taipei's Tianmu area to house U.S. military advisors based in Taiwan at that time. Designated as a city historic site, the White House is one of the few houses in Tianmu remaining from that era.
Opening Hours: The house can only be viewed from the outside","No. 23, Lane 181, Sec. 7, Zhongshan N. Rd., Shilin Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/513,
372,Datun Mountain System: Guizikeng Hiking Trail 大屯山系-貴子坑親山步道,"pic The area contains rich ecological resources: tracks of rare Chinese bamboo partridges and Chinese bulbuls are found, while hovering eagles and other birds can be seen at Shuimokeng and Liejiukeng. The Guizikeng Water and Soil Conservation Education Park has an area of about 5-6 hectares, and includes geographical and geological points of interest as well as biological features. Visiting groups can request volunteer guides by contacting Division 5th of the Department of Economic Development, Taipei City Government; free public campsites are available at platforms 100 and 110, though appointments should be made for overnight or day camping, picnicking and barbecues. The area can accommodate up to 2,000 people. The semicircle activity square provides residents for morning exercise and an outdoor activities site for citizen groups. Apply for the usage of the activity square, please contact Division 5th of the Department of Economic Development, Taipei City Government.",", Beitou Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/438,
373,Taipei Post Office 台北北門郵局(台北901支),7:30 ~ 21:00 Mon ~ Fri; 08:30 ~ 16:30 Sat; 08:30 ~ 12:00 Sun,"114 Sec. 1 Zhongxiao W. Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Beimen,https://www.travel.taipei/en/attraction/details/512,
374,Plum Garden 梅庭,"This was once the summer getaway home for famed Chinese calligrapher Yu You-ren. Built around 1930s, the spacious courtyard is richly tree-shaded, and the Japanese-style wooden structure is in perfect condition. This cite is an official city landmark building and there is a visitor information center on-site.
Tue~Sun:09:00 - 17:00
Plum Garden will be closed on Feb. 28（2/28 Memorial Day）. We appreciate your kind understanding.","No.6, Zhongshan Rd., Beitou Dist., Taipei City Taiwan, R.O.C",Xinbeitou,https://www.travel.taipei/en/attraction/details/535,
375,Ji-Nan Church 濟南教會,This Presbyterian church is built in an English Gothic style and has a strong European flavor. In fact the building was designed by the Japanese architect Kaoru Ite and built in 1916 during the Japanese occupation period for Japanese Christians living in Taiwan. Part of the funding for the construction was provided by the Taiwanese tea merchant Lee Chun-sheng. Today it is protected as a Taipei historic site.,"No. 3, Zhongshan S. Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Taipei Main Station,https://www.travel.taipei/en/attraction/details/502,
376,Wenchang Temple 文昌祠,7:00-18:00,", Datong Dist., Taipei City Taiwan, R.O.C",Yuanshan,https://www.travel.taipei/en/attraction/details/497,
377,National Taiwan Science Education Center 國立臺灣科學教育館,"The National Taiwan Science Education Center is a great place to learn about science, regardless of your age. The center in loaded with high-tech facilities, including a computer classroom and robot education center on the basement level. Life science and natural science displays are located on the third and fourth floor; material science, math, and earth sciences displays are on the fifth and sixth floors along with the 'SkyCycle,' where visitors can ride a bike 20 meters up in the air. And special exhibits from around the world are hosted on the seventh and eight floors. The displays include plenty of hands-on and interactive exhibits that make learning about science fun.
Weekends, national holidays, and winter/summer holidays: 09:00~18:00 (admission to 17:00); Tues~Fri (except during winter and summer holidays): 09:00~17:00 (admission to 16:00); Closed on Mondays (except during winter and summer holidays)
Science Exhibit (3-6F) NT$100(Concession NT$70), 3DTheater NT$100 (Concession NT$70), 4D Theater NT$100 (Concession NT$70), SkyCycle NT$80(Concession NT$50)",", Shilin Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/443,
378,The Lin Yutang House 林語堂故居,Open from Tuesday to Sunday from 9:00am to 5:00pm. Closed on Mondays,"111, Section 2, Yangde Boulevard, Shilin Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/455,
379,Taipei City Wall-North Gate (Cheng'en Gate) 北門-承恩門,"Opening hours: All day, every day (the interior of the historic site is closed to visitors.)","Section 1, Zhongxiao West Road, Zhongzheng Dist., Taipei City Taiwan, R.O.C",Beimen,https://www.travel.taipei/en/attraction/details/543,
380,Armed Forces Museum 國軍歷史文物館,"Administered by the Ministry of National Defense, the Armed Forces Museum presents the military history of the Republic of China with exhibits on past wars and battles and displays of historic weaponry and other items used by the armed forces over the years. For visitors whose impressions of war come mainly from books and movies, the exhibits directly highlight the terrible cost of war and the true value of the peace that Taiwan has enjoyed over the past 60 years.
Mon~Fri 9:00-17:00, Closed on Sundays and national holidays","No. 243, Sec. 1, Guiyang St., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Ximen,https://www.travel.taipei/en/attraction/details/478,
381,"Wuzhi Mountain System: Bailuse, Mingju and Kangleshan Bridge Entrance Hiking Trail 五指山系-白鷺鷥山、康樂山、明舉山親山步道",,", Neihu Dist., Taipei City Taiwan, R.O.C",Dahu Park,https://www.travel.taipei/en/attraction/details/518,
382,Shezi Daotou Park 社子島島頭公園,"The Park is located at the tip of a sandbar-islet at the confluence of the Keelung River and Tamsui River in Taipei. Just a hectare in size, the Lilliputian park offers an outsized view of the scenic riverside area. This green oasis was created by the Taipei City Government with sand and earth dredged from the Keelung River. The park facilities include stone and wood-plank walkways leading to a viewing platform that has also become a favorite spot for local fishermen. The park offers an excellent 270-degree view of the river confluence and surrounding area, including Guandu Temple to the right, the dazzling red Guandu Bridge spanning the Tamsui River, and Guanyinshan to the left. The park is also a popular foraging spot for little egrets, adding further to the scenic portrait here. To the left of the viewing platform you can also see a lush mangrove wetland area, echoing the ecology at Guandu Nature Park on the opposite bank. If you arrive during the low tide, you can also see the fiddler crabs busily scuttling through the mangroves.","End of Yanping N. Rd., Sec. 9, Shilin Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/534,
383,Taipei Mayor's Residence 市長官邸藝文沙龍,"Japanese tatami mats meet western-style furniture at this landmark building constructed in 1940. The building served as the residence of nearly every Taipei mayor up until 1994. Since 1999, the city's Department of Cultural Affairs has contracted a third party to manage the residence as an art and cultural center focusing on literature, history and philosophy. Apart from displays and other events, the center arranges art and cultural courses for the public. The center restaurant specializes in roasted mutton knees and German pig's feet. You can also peruse a wide selection of poetry books on sale at the center bookshop.
Daily 09:00 to 18:00","No. 46, Xuzhou Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Shandao Temple,https://www.travel.taipei/en/attraction/details/457,
384,"Huiji Temple, Zhishanyan 芝山巖惠濟宮","When immigrants came to Taipei from Quanzhou in Fujian, China, they brought their patron saint ""Kaizhang Sheng Wang."" The statue of the god was brought to Taipei about 200 years ago by Huang Chengqing. It is said that when the god was taken to Zhishan, miraculous events occurred. Huiji Temple was built in dedication to the god at Zishanyan in 1752. Later, when Guanyin was worshiped here as well, the temple was also known as Zhishanyan Temple. At the temple is an ink brush stand that is said to confer divine blessing to all who touch it. Many parents bring their children here to touch the stand, hoping it will help them pass their school examinations.
Daily 05:00 to 19:00","No. 26, Lane 326, Sec. 1, Zhicheng Rd., Shilin Dist., Taipei City Taiwan, R.O.C",Zhishan,https://www.travel.taipei/en/attraction/details/482,
385,Songshan Cultural and Creative Park 松山文創園區,"The 6.6-hectares Songshan Cultural and Creative Park in Taipei’s Xinyi District was completed in 1937 as the Songshan Tobacco Factory, which was one of the seed companies of a monopoly system mandated by the Taiwan Governor-General Office. The premises were one of Taiwan’s pioneers of modern industry, as well as the first professional tobacco plant. A gracefully simple Japanese modernist structure, the factory features meticulously crafted face cams, glasswork and bronze nails that made it arguably a “model factory” at that time. When Japan lost the war in 1945, the Taiwan Provincial Monopoly Bureau took over the factory and renamed it, Songshan Tobacco Factory of Taiwan Provincial Monopoly Bureau. The factory ceased production of cigarettes in 1998 for concerns over urban planning, regulatory changes in the tobacco and liquor marketing system, as well as shrinking demand. It became a relic of the past after being merged into the Taipei Cigarette Plant.
 In 2001, the Taipei City Government named the tobacco factory the city’s 99th historic site and converted it into a park comprising city-designated historic sites (namely the office building, the 1st to 5th warehouses, cigarette plant and boiler room), historic structures (the inspection room, a machinery repair shed and a nursing room) and architectural highlights (the Baroque-style garden, an ecologically landscaped pond, a public bath and a multi-purpose auditorium). For more efficient reuse of space, the Songshan Cultural and Creative Park was built on the historic site as a production base for designers and cultural & creative businesses, as well as a venue for performances and exhibitions. The park introduced to its premises a Taiwan Design Museum and TMSK through partnerships with the Taiwan Design Center and prestigious Taiwanese glasswork label LIULI GONG FANG, respectively, besides a snack bar that was converted from the machinery repair shed.
Indoor areas on the park premises are open 9AM-6PM
Outdoor areas on the park premises are open 8AM-10PM
Areas outside the park (including the ecological landscape pond and areas near the boiler room) are open around the clock
Since parking is unavailable on the park premises, drivers are advised to utilize the car park in the basement of Songshan Senior-High School, Yonggu Car Park (Zhongxiao branch), Yangsheng Car Park (Zhongxiao branch), Zhou’s Car Park, Zhongji Car Park, or the car park of National Dr. Sun Yat-sen Memorial Hall.","No. 133, Guangfu S. Rd., Xinyi Dist., Taipei City Taiwan, R.O.C",Sun Yat-Sen Memorial Hall,https://www.travel.taipei/en/attraction/details/586,
386,Shung Ye Museum of Formosan Aborigines 順益臺灣原住民博物館,"Tues~Sun 09:00-17:00, Closed on Mondays","No. 282, Sec. 2, Zhishan Rd., Shilin Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/464,
387,Hu Shih Memorial Hall 胡適紀念館,"This hall was established in memory of Dr. Hu Shih, an early advocate of liberalism and an academic known for his ""boldness in hypothesis and care in corroboration."" A former ambassador to the United States and head of Peking University in China, Dr. Hu returned to Taiwan to serve as president of Academia Sinica. The Hu Shih Memorial Hall was established on December 10, 1962, in the same year that Dr. Hu passed away. It is located at the Nangang residence where Dr. Hu lived during his tenure at Academia Sinica.
 The Hu Shih Memorial Hall is divided into three areas, including Dr. Hu's former residence, a display room, and Dr. Hu's tomb. The surrounding grounds were turned into Hu Shih Park in 1974.
Wed & Sat 09:00 to 17:00","No. 130, Sec. 2, Yanjiuyuan Rd., Nangang Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/471,
388,Xiaonanmen 小南門,Only available for outside viewing,"Aiguo W. Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Xiaonanmen,https://www.travel.taipei/en/attraction/details/510,
389,Baby Boss Job Experience Center BabyBoss職業體驗任意城,"The Baby Boss Job Experience Center offers opportunities for children aged 3-15 to experience the assignments of various occupations. Launched in early 2008 on the 7th floor of LIVING MALL, this 7,600 m2 facility is the epitome of a city complete with streets, stores, parks, government buildings, schools and traffic. Through game-oriented experiences, children learn work ethics concerning nearly 50 trades and 70 occupation roles in the city while earning income in the form of freely dispensed BabyBucks. The facility is designed to show children how the real world works in a fun-filled setting, so that it may ignite passion(s) for their aspiring careers early in life.
Mon.-Thu., 10AM-6PM; Fri.-Sun., 10AM-10PM","7th Floor of LIVING MALL (No. 138, Sec. 4, Bade Rd.), Songshan Dist., Taipei City Taiwan, R.O.C",Nanjing Sanmin,https://www.travel.taipei/en/attraction/details/593,
390,Cixian Temple 慈諴宮,,", Shilin Dist., Taipei City Taiwan, R.O.C",Shilin,https://www.travel.taipei/en/attraction/details/491,
391,Huazhong Riverside Park 華中河濱公園,,"Next to Huazhong Bridge at the end of Wanda Rd., Wanhua Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/581,
392,Jiying Temple in Jingmei 景美集應廟,Always open,"No. 37, Jingmei St., Wenshan Dist., Taipei City Taiwan, R.O.C",Jingmei,https://www.travel.taipei/en/attraction/details/498,
393,Qixing Mountain System: Old Tianmu Hiking Trail 七星山系-天母古道親山步道,"Tianmu Historic Trail
 The Tianmu Historic Trail meanders through the northwestern slope of Shilin’s Huagang area as well as the saddle to the south of Shamao Mountain. As the second half of the previous Yulu Historic Trail, the Tianmu Historic Trail comprises several footpaths that connect Huagang and Tianmu along a water main. These footpaths are perfect for a refreshing summer hike with the murmuring creek running through a pristine forest nearby. People who seek cool, tree-shaded trails may as well take the Cuifeng Trail and stop by Cuifeng Waterfall before reaching Houdong Industrial Road.
 
 Once a major transportation corridor between Jinshan and Tianmu, the Tianmu Historic Trail has literally become an “old trail” since the inauguration of Yangde Blvd. and, in recent years, has been crowded with sightseers every weekend.
 
 Ecological phenomena along the Tianmu Historic Trail
 At an altitude of 300 to 120 meters, Tianmu Historic Trail features a broadleaf forest ecosystem typical of the low-altitude, subtropical Taiwan. Northeastern monsoons and the attendant gales, rainfall and low temperatures coming from the saddle of Datun Mountain helped to create a warm-temperate broadleaf forest along the trail on the windward hillside. The shady and humid valley on the leeward side, nevertheless, encourages the growth of tropical broadleaf trees and such tropical phenomena as the buttress roots, cauliflory, and Strangling plants. Although the trail is located only at 300 meters above sea level, it boasts a rarely-seen, compact ecosystem that simultaneously comprises broadleaf forests of tropical, subtropical and warm-temperate biomes.
 
 ◎Warning for hikers: When you reach a fork in the path leading downward toward Cuifeng Waterfall, do NOT feed the monkeys that frequently show up in groups because they may hurt you while fighting for food!
  
1. Trail length: Hiking trail: approx. 2.6km, total: approx 3.75km
2. Altitude: 387m
3. Walking time: approx. 1 hr 34 min","Lane 12, Aifu 3rd Street, Shilin Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/558,
394,"Xingtian Temple, Beitou Branch 行天宮北投分宮-忠義廟","**As a measure to encourage the public to pray with their hands and pay tribute to the gods with their heart, instead of burning incense and preparing offerings, as of August 26, 2014, Xingtian Temple will longer be providing the tripod censors or the tables for placing offerings.","No. 50, Lane 18, Sec. 4, Zhongyang N. Rd., Beitou Dist., Taipei City Taiwan, R.O.C",Fuxinggang,https://www.travel.taipei/en/attraction/details/526,
395,Jia Art Gallery 家畫廊,"Tue. ~ Sun. 10:00~18:00
Please call for an appointment on Mondays","1F-1, No.30, Sec.3, Chung-Shan N. Rd., Zhongshan Dist., Taipei City Taiwan, R.O.C",Minquan W. Rd.,https://www.travel.taipei/en/attraction/details/466,
396,Jiantan Temple 劍潭古寺,06:00~18:00,", Zhongshan Dist., Taipei City Taiwan, R.O.C",Jiannan Rd.,https://www.travel.taipei/en/attraction/details/494,
397,Kuo Yuan Ye Museum of Cake and Pastry 郭元益糕餅博物館,(Reservation is required),"4 & 5F, No. 546, Wenlin Rd., Shilin Dist., Taipei City Taiwan, R.O.C",Shilin,https://www.travel.taipei/en/attraction/details/582,
398,Postal Museum 郵政博物館,"Established in 1965, the exhibits at the Postal Museum document the development of the postal service from the past to the present. An effective postal service depends on international cooperation so on display are logos, post boxes and postman uniforms from around the world. These help us learn more about other countries' postal services.
9AM ~ 5PM (Tue ~ Sun) (no admittance after 4:30PM)
Closed: Mondays, Founding Day, Peace Memorial Day and the day after National Day (except where the following day is Saturday or Sunday); Tomb Sweeping Festival, Dragonboat Festival, Mid-Autumn Festival and during the Lunar New Year holidays","45 Sec. 2 Chongqing S. Rd., Zhongzheng Dist., Taipei City Taiwan, R.O.C",Chiang Kai-Shek Memorial Hall,https://www.travel.taipei/en/attraction/details/477,
399,Dajia Riverside Park 大佳河濱公園,"Sprawling along the banks between the Zhongshan and Dazhi Bridges in Taipei’s Zhongshan District, Dajia Riverside Park is an urban greenery project inspired from a City Government-initiated effort to straighten the course of Keelung River. Upon arriving at this extensive park, visitors are greeted with a pleasant, expansive patch of lawn commanding a view of Miramar’s rooftop Ferris wheel. In addition to a gigantic fountain that imparts a rhythmic visual effect with aerated water jets of varying intensity and heights, where the central columns reach up to 75-meters, the park is replete with sports facilities for basketball, tennis, badminton and croquet, as well as and an encircling bike path several kilometers long (bicycle rental services available). A popular weekend getaway known for its spaciousness, convenient parking and scenic beauty, Dajia Riverside Park hosts large events at irregular intervals to showcase Taipei’s metropolitan vibrancy.
Open all day","Located alongside the stretch along Keelung River between Zhongshan and Dazhi Bridges, Zhongshan Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/602,
400,Chien Mu House 錢穆故居,"[Important Information for Visitors] 
1. The House offers free admission to all visitors; 2. Smoking, food/beverages, running, pets and hazardous items are strictly forbidden in the House, and visitors must keep the noise down when in the premises; visitors shall follow the guidance and keep the premises in order and clean; 3. Visitors shall be careful with all exhibited items; compensation will be claimed for any damage caused to items of the House or its facilities; 4. Children below 10 years of age shall be accompanied by an adult; 5. Without permission, picture-taking and cameras are prohibited in the house.","No. 72, Linxi Rd., Shilin Dist., Taipei City Taiwan, R.O.C",,https://www.travel.taipei/en/attraction/details/579,
